iterations,test-Accuracy-mean,test-Accuracy-std,train-Accuracy-mean,train-Accuracy-std,test-MultiClass-mean,test-MultiClass-std,train-MultiClass-mean,train-MultiClass-std
53,0.38738900933630216,0.03249889438203667,0.675003578194771,0.011447127504386851,1.0321771369292025,0.007903159550950712,0.9446384192645955,0.0048702485649114915
54,0.3911624965818977,0.026095221280644437,0.6743780891493876,0.01394421723244503,1.031736848381178,0.008300071489997205,0.9425342869195334,0.004816683072519451
55,0.3899047326067424,0.029436641127576484,0.6781305313245395,0.017113566320988243,1.031161558696305,0.008714900655700047,0.9409847549775219,0.004892858086375885
56,0.3936703582171178,0.024058523696205605,0.6809391296426506,0.015434149606325435,1.030703922874655,0.008799661375743131,0.9391619997705328,0.005245678809557838
57,0.39369384546271335,0.02064700699465392,0.6812530952529181,0.015653166255492058,1.0306956310345812,0.008793771249877971,0.9371339719230832,0.005423811838862888
58,0.38490463494667754,0.02913363711020773,0.6812516281167679,0.015097851492136327,1.0306720132605318,0.008747338070957275,0.9350839995181678,0.005875296030497228
59,0.3923892046564319,0.03513165848943833,0.6837540718178023,0.016447735119386506,1.0305409421012326,0.008993472873651117,0.9331174749463438,0.005712815478691346
60,0.3899126919020274,0.0323469593592059,0.6875040763954502,0.015311835716588113,1.0304672930260128,0.009209121103387624,0.9313724582067537,0.005847176176992528
61,0.3936705535372476,0.03198542291562968,0.6881290748695675,0.01769947967049405,1.0302976420272218,0.008760575932349817,0.9295472833461934,0.005909643227179333
62,0.39616278956209233,0.032325961113101404,0.6893815200964847,0.015100803962858527,1.0299597541230214,0.009241675466084218,0.9280279133343532,0.00587452601071435
63,0.39364706629165197,0.034559878672250535,0.6903160904018322,0.014524363787665286,1.0293805794862425,0.009851175303252115,0.9261516234035685,0.005581485860480398
64,0.39491259424196257,0.027087586837243074,0.6931290824989806,0.013199223329305619,1.029382074043933,0.010382343086258643,0.9247535697584943,0.005535187250281945
65,0.3824123989218328,0.027137916648372652,0.6934430481092484,0.013374595023313745,1.028992018262461,0.010490761371243607,0.9234847421971247,0.005591463995928108
66,0.3886546349466776,0.028056422769914387,0.6934425605897475,0.012346983504322387,1.0289706475305114,0.010465080119351603,0.9218907897224803,0.0055195724728923975
67,0.3886624965818977,0.027112749350124178,0.6940675560120996,0.017391612610948484,1.0289783775420867,0.01036776794913118,0.9204858115562535,0.005696521159653179
68,0.38865473260674244,0.03034642697699018,0.6937540824989807,0.014910024168901574,1.0288554020603642,0.010429383925188097,0.9187635340151632,0.005541434994184504
69,0.39240473260674247,0.028707882403298,0.6987545761220121,0.015595208794598447,1.0287605708841037,0.010904314708669462,0.9173404650552655,0.005545947135307409
70,0.3899047326067424,0.02976654314618557,0.6981310386805144,0.01765028118303021,1.0285189203017553,0.011121207444656616,0.9154720812646928,0.005687497030794185
71,0.3924124965818977,0.026025521548421807,0.6981290886025112,0.015091809504329914,1.028594127651432,0.011782874803781518,0.9136191531078893,0.005675509819321721
72,0.3873968709715223,0.032595837629726045,0.6990651229922437,0.015536617219625981,1.0285171845094678,0.011792138540239753,0.9122685550314165,0.005963072386804594
73,0.3849047326067424,0.03316172490172982,0.7003165870766287,0.017488095182077175,1.0286355067408142,0.011732639115707478,0.9109610003954529,0.00591005156869035
74,0.3886625942419626,0.03077686461769375,0.6993790855507459,0.016709274577036665,1.0287176976457022,0.01171351573391752,0.9095523624688507,0.0061808902165535655
75,0.3886626919020274,0.034617866658417214,0.7009391449014768,0.017828301040283767,1.028462467482624,0.011907312208726676,0.9082457631982678,0.006272003930406839
76,0.38617035821711787,0.02963276107641416,0.7015646324209776,0.01751950778075791,1.0281043558708147,0.011931053065960847,0.9066478370381065,0.00651533090773529
77,0.38617812219227315,0.02593397726699621,0.7021886558560934,0.01724800741638677,1.0280193257600425,0.011758682581565653,0.9052245895717173,0.006525961380932819
78,0.388678219852338,0.027720668230415586,0.7031266464273594,0.016154483744022896,1.0280439474996965,0.011620063610668438,0.9038664492564568,0.006505316207348387
79,0.3899359838274933,0.022976101020724005,0.7037526245181261,0.015962578236989742,1.0281865032772861,0.011587649503011468,0.9027592630993808,0.006333509587864331
80,0.38618588616742844,0.022491382868285528,0.7025021339468601,0.016463780839580285,1.028129394934885,0.011675532365947318,0.9013041578395962,0.006177653144665796
81,0.392428219852338,0.02591239348314053,0.7028156105117445,0.016798975472985526,1.028254217699601,0.011736483096708052,0.89956450418728,0.006385948914677306
82,0.3936859838274932,0.02047257604044409,0.7025040855507461,0.018998817013187987,1.0285379221511477,0.011793633437977886,0.897821000035991,0.006378178083284546
83,0.38619374780264853,0.0203784086804182,0.7043790870766287,0.018766424339105765,1.0286114527746961,0.011801036547334966,0.8965764242093398,0.006318753959285106
84,0.3849358861674284,0.021236158965336028,0.7034410965053626,0.019850862333245088,1.0284900124637164,0.01222352869130469,0.8954519761470408,0.006539665890202335
85,0.38492812219227307,0.0256265791461898,0.7046935386805144,0.02098427038850388,1.0284172348695824,0.012336816084762562,0.8943896818888535,0.006457551336530893
86,0.3924283175124028,0.02804286152179042,0.7046920715443642,0.023403485905110093,1.0283156027434728,0.012667831874785224,0.8934740015413147,0.0065639231075350244
87,0.393678219852338,0.024202044314200973,0.7040656089858617,0.02002058891453567,1.028449203118111,0.013089510435166441,0.8921399087215173,0.006067043972844149
88,0.4011704558771827,0.024199839030738485,0.7062531120376271,0.01950876078205367,1.0283245937255148,0.013261600488152241,0.8906683387015532,0.006075491779997388
89,0.3986626919020274,0.02811446503900205,0.7090680572645441,0.01918676123818775,1.0283036647891568,0.013389748598192586,0.8893633069014069,0.006182103713076068
90,0.4024126919020274,0.02713953127538796,0.7078185432581623,0.02045632189450499,1.0281578645711957,0.013138462360004165,0.8880891160653384,0.006121461378677145
91,0.40119394312277823,0.019360247183001455,0.7106286056606582,0.018583117539126226,1.0281278038638564,0.013228931972711331,0.8868588058313506,0.006292862324835333
92,0.39620170709793345,0.020166204420625073,0.7115670852773078,0.017694700299308367,1.0281219455545352,0.013514279982970855,0.8857291683181299,0.0062523058796443
93,0.391209373413024,0.01785093705327314,0.7128141540567725,0.0201678816031751,1.0282242175021665,0.013936802887657588,0.8846783961927687,0.00625163485664861
94,0.39369374780264854,0.020211921458547267,0.7118786087124237,0.01785401595650388,1.0283043156912952,0.013921291744152917,0.8834599621218315,0.006405936423812688
95,0.3924437478026485,0.023513341551760776,0.7143805648939573,0.01728278834154332,1.0282066180408769,0.014145198834913116,0.8819326528527582,0.006297007325504885
96,0.39245151177780385,0.020132961064789685,0.7150055664198398,0.016272490664166476,1.0280245702875783,0.014015622093642986,0.880945508538401,0.00599540079588647
97,0.3999438454627134,0.01970060436845507,0.7143800758485739,0.018221456867838094,1.0277114338289302,0.013922102878350062,0.8797744039358184,0.005837222860775181
98,0.39744384546271344,0.020941444473205516,0.714068552413458,0.01784802603514784,1.0278208087571745,0.014088422690128277,0.8784385153831643,0.006193228162420637
99,0.39243598382749323,0.023322228006618095,0.7153190414588414,0.019233457181924075,1.0279926220904396,0.01422915530557135,0.8771059387469368,0.006240157082880371
100,0.39120160943786864,0.023330194031444196,0.715944042984724,0.01785209148306851,1.0279708446017675,0.0143374033566468,0.8757731809047336,0.006205954727040551
101,0.39246713738817923,0.013661062478681735,0.7171940445106066,0.01893469582303981,1.0280133108554736,0.014438576911187257,0.8744882144655863,0.005977514127918946
102,0.39371713738817926,0.011825917457363973,0.7162565429847241,0.01866100410583607,1.027875060570984,0.014400443586277047,0.873172419875759,0.00579892854831789
103,0.3912015117778038,0.015274475295144332,0.7156325195496083,0.01832359381483908,1.028050230957379,0.014433328224884492,0.8720605673267118,0.005543245555118372
104,0.39120927575295916,0.012006018359156857,0.7168839836339932,0.02230195267224791,1.0286125996537179,0.014497727489858841,0.8709097004847302,0.00563526978792394
105,0.3912015117778038,0.015274475295144332,0.7171969726793768,0.021187786886749004,1.028330628073125,0.014466864770252186,0.8694786382942798,0.005505624417775478
106,0.38745151177780385,0.016725131343546615,0.7175070305042249,0.020572727839722377,1.0286165115779498,0.014502700167042432,0.8678513274083844,0.0054603941044784965
107,0.3874515117778038,0.016130677867308787,0.7200075210754908,0.020593917323084052,1.0287402027820736,0.014534019507473999,0.8666532302575016,0.00545179337801006
108,0.382451414117739,0.01639875755280167,0.719069530504225,0.02167017274066268,1.0289016546005338,0.0147624753877606,0.8652676626046988,0.005632596725946638
109,0.38618588616742844,0.02334362446853119,0.7212585006921403,0.01979767417638601,1.0289895008586405,0.014897225657694453,0.8638046402773769,0.005549066306803013
110,0.3836936501425837,0.019026211439253628,0.7209464866857586,0.021443610617835524,1.0288084655215513,0.014902858162903489,0.8622628253956448,0.0055273228217194315
111,0.38118578850736357,0.02190249356606023,0.7206334991662577,0.01944795537007344,1.0288422693192067,0.015062282064060566,0.8610364902428078,0.005418525664631505
112,0.3861857885073635,0.019765579123042793,0.7209435585169885,0.018242727039620824,1.0288569797519265,0.014974456289522195,0.8598521225637988,0.005167115084693637
113,0.3812013164576741,0.01558659759892622,0.7215685569911059,0.019714171820597544,1.0288247459664137,0.015063113424498035,0.8588999362110602,0.0053915688248580155
114,0.3824513164576741,0.018139229883890363,0.7231320350818727,0.02045531804804832,1.0290452358553561,0.014989471995298603,0.8580164664286618,0.005409120051675087
115,0.38620917809289423,0.013418822752872032,0.722818556991106,0.020419352462182443,1.0290176973837646,0.014773611909767082,0.8570329384185355,0.0055393084208184284
116,0.38245131645767405,0.014554867253967697,0.7237560585169887,0.019807190699201574,1.0292090050919027,0.015056707110838747,0.855897343514482,0.0055138528966377125
117,0.3762090804328294,0.01342831050896728,0.7246940490882546,0.019799001617515886,1.0294160352947526,0.014830201700720382,0.8548228380885282,0.005498403599290175
118,0.3799513164576741,0.01520102426289374,0.7246935615687539,0.018764912532366413,1.02924141453277,0.015166565765292423,0.853931943005912,0.0054695286393611365
119,0.38120131645767413,0.016792990344511382,0.7256310646205191,0.01728396785379093,1.029266136365148,0.015031321614501665,0.8527015153446739,0.005680293443840856
120,0.37870131645767413,0.018762002893383103,0.7243795974843689,0.017870235807691426,1.0293898126966106,0.015175087598926957,0.85135923290716,0.005803330687348135
121,0.3912170397281144,0.013836765760406171,0.7268796020620167,0.01564343882778279,1.0291892537375986,0.01534296588069899,0.8500968066937136,0.0055583356041013785
122,0.3862170397281144,0.013679833087789408,0.7271930801527836,0.014703312756261541,1.029202540541171,0.015198542758551167,0.848986839579171,0.005486395867615941
123,0.3874670397281144,0.014105303405436568,0.7287589988928196,0.017849727951148503,1.0289399826997612,0.015174825184346813,0.8478789853280956,0.005603964054343214
124,0.38618588616742844,0.0216055502898632,0.7328200393860825,0.015641030649874346,1.028672427619116,0.01533187501867946,0.8466117009300858,0.005622055163624134
125,0.3836780245322083,0.02409598542889429,0.7325065628211982,0.015987936383799632,1.0288937407814553,0.015350370306202009,0.845445542488225,0.0055819263613202256
126,0.3836780245322083,0.02284781748415996,0.7328185768275801,0.013770638744620584,1.0291327776608576,0.015305608250724944,0.8446731350408652,0.005509832233579891
127,0.3899358861674284,0.021709608944155724,0.7318805847304315,0.015591925604219153,1.0290850559108475,0.015250104048700312,0.8436111910239802,0.005654706072119068
128,0.3899358861674284,0.021709608944155724,0.7325085144250839,0.01701537813616882,1.0290604650929454,0.015488801538276458,0.8425678095871744,0.00567491982547843
129,0.3911858861674284,0.020795311400288116,0.7343825363343173,0.02029115711590507,1.0290094202591813,0.015338471990967125,0.8415500316770901,0.006008627472206166
130,0.3936858861674284,0.020521377577748655,0.734381073775815,0.01799414549598916,1.0292111356254576,0.015663166549188673,0.840441706700757,0.00637024804548603
131,0.3974437478026486,0.01742355828746394,0.7356315628211982,0.018729059814144796,1.0294575568678368,0.015878321748936216,0.8391463085890818,0.006460289613489578
132,0.39620160943786864,0.018697334985806818,0.7362546112173126,0.017731466267740834,1.02937044342309,0.016043274345608767,0.8380296723254494,0.006674821566520815
133,0.392459373413024,0.017744764347948385,0.7365690628211983,0.01883264585525969,1.0293910910862014,0.016423156297661876,0.8370969666384184,0.006694548663291338
134,0.392459373413024,0.020310906227054976,0.7375070518665818,0.018901005962549476,1.0292564860134512,0.016705281455857843,0.8359677186792475,0.0067923068964348046
135,0.3899671373881792,0.01808436442683475,0.7371950409119652,0.01864525590174081,1.029114756680852,0.016617188816307606,0.8347033437482381,0.0066368547502217495
136,0.39370937341302403,0.01807546319872662,0.739069064347081,0.01951414329935789,1.0290971073103712,0.016560369405469958,0.8337092435441262,0.00662213046274028
137,0.3937016094378687,0.01990384120108866,0.7387565628211983,0.021461353422633937,1.0289209821402596,0.016671611467973822,0.8327244413678973,0.006764118366971271
138,0.3937016094378687,0.01990384120108866,0.7390695518665817,0.021327839319595785,1.02901594694081,0.016727618004232232,0.8318665460063258,0.006941250776708078
139,0.38995937341302395,0.01941964844160728,0.737819550340699,0.021281226985964557,1.0290702243440988,0.016812980238256853,0.8309018595125541,0.007283105465765376
140,0.39370937341302403,0.01576697085202229,0.7390695503406992,0.021440721238182768,1.0293204765609267,0.01720983240074482,0.8299434253587167,0.007493578275419167
141,0.3912171373881792,0.015780428776953626,0.7375065628211983,0.019229921659940433,1.0297413466660117,0.01749239068156461,0.8288382134025957,0.007692261028012479
142,0.39620160943786864,0.018697334985806818,0.7384440628211983,0.02020764024287007,1.0297094634968136,0.017655320385819726,0.8277689071044547,0.007671024939631229
143,0.39245151177780385,0.018088977893632837,0.7403171142690779,0.017766561624581387,1.0297714673067362,0.017719851178792136,0.8267501586977264,0.0075020333950560816
144,0.3912015117778038,0.018721567657169483,0.7409435768275802,0.021068972142100868,1.0299556800215544,0.017674463198936473,0.8254878520523358,0.007362750132286726
145,0.39245151177780385,0.019641916180361253,0.7415680893080794,0.020703875860091828,1.0301366958201341,0.01745965978696354,0.8243943820413591,0.007281256322697213
146,0.3911937478026485,0.020962351795851455,0.742818090833962,0.01952099353907975,1.0299839938267037,0.0174383989572853,0.8234297502792188,0.007275260525774293
147,0.39369374780264854,0.02161285541168689,0.7415666252236944,0.018620896981811356,1.0298467079696656,0.01731507381549347,0.8225510204258004,0.007514885657463799
148,0.39494374780264857,0.021796876087256327,0.744069559495995,0.018294876416216486,1.0296669440887707,0.01715925862911721,0.8217606112935616,0.007268053390086233
149,0.39494374780264857,0.021796876087256327,0.7450075485413783,0.01838551084676061,1.0298604089973158,0.017125948876943298,0.8205815664148031,0.007395398672787336
150,0.3924437478026485,0.020873182098802283,0.745006571976494,0.01833801563848628,1.030017383669683,0.017134337527013536,0.8194307612973656,0.007470686212854146
151,0.39493588616742836,0.021637982655860304,0.7471926109438745,0.01640246938318025,1.0301568059083084,0.017029056941037235,0.8183800464806337,0.007357408729630689
152,0.3899358861674284,0.021709608944155724,0.7459440750282593,0.016526874832547736,1.0302082796683862,0.01701725042554474,0.8173014517686699,0.007484620612612486
153,0.3886781221922731,0.023986749741958985,0.7471930969374926,0.01729599107901478,1.0300854637952095,0.017135292984890863,0.8163988592531976,0.007693254311956835
154,0.3899358861674284,0.022154872387539642,0.7500021827751044,0.016225928641149107,1.0300852247267858,0.017313417405118204,0.8151854682115782,0.008057997018918841
155,0.39369374780264854,0.02115618748845083,0.7509406608658713,0.01588588341688161,1.030017685087973,0.017359736143450336,0.8141048837124462,0.008094055985059257
156,0.3924281221922731,0.026329176166959907,0.7531262107878682,0.01617222557183933,1.0300544117518875,0.017428525949260074,0.8132282110052429,0.008119377031472572
157,0.3911781221922731,0.026026446155433185,0.7534401748722531,0.016566323363350066,1.0301529168087131,0.01734915722884296,0.8121056563621529,0.008157217863825882
158,0.39242035821711785,0.028305828584752293,0.7540637123137508,0.014314567096543843,1.0298388005270804,0.017596229528861616,0.8109963342566744,0.008094175345239752
159,0.3936703582171179,0.026749417048617833,0.7550021919304002,0.012985726723580083,1.0300113240254887,0.017696105649710612,0.8097683270564833,0.008422964006801304
160,0.3961547326067424,0.029461914294447614,0.7546896904045176,0.014729344110627329,1.0301611221486975,0.017729625512174906,0.8085358024456643,0.008622961725347069
161,0.3923968709715223,0.03213296972953847,0.7550036575406678,0.012995777989525828,1.0300962207253903,0.017757909029523237,0.8072580917727767,0.00902114371279979
162,0.39115463494667757,0.02982149208586712,0.7543767028850168,0.013639632901068292,1.0301255484465415,0.0175387327485807,0.8064212351381226,0.00888221788260506
163,0.3899046349466776,0.02948715185357519,0.7571896949821654,0.012758993871096634,1.0304383150273835,0.01810576623055769,0.8051255892577405,0.00883661375908578
164,0.39115463494667757,0.028822346195746026,0.7581267074626646,0.012324112991682415,1.0307613181700686,0.017946787500502326,0.8041649871765983,0.008654400523913053
165,0.38867016289698814,0.02389724238580879,0.7600017074626647,0.015173822785491979,1.031072431213032,0.01836284830963237,0.802973526871577,0.008829346948161444
166,0.38866239892183285,0.02606226269648096,0.7609382354754285,0.01203000365191895,1.0312108295787614,0.01837354846267643,0.8019140203058048,0.008646863907562766
167,0.39115463494667757,0.02848150961988208,0.761251224520812,0.01183297838788779,1.0310871610737966,0.01836221428623088,0.8010741626094571,0.008636543946982937
168,0.3911467733114575,0.0297167419298076,0.7615632370013111,0.010490833741985244,1.0312959837877798,0.018822548432535096,0.8002370937015524,0.008639182321167008
169,0.38615453728661275,0.0273949680228101,0.7612492698651608,0.012189618759936604,1.0313882911767447,0.01877505960309801,0.79899558451501,0.008770094290675132
170,0.38365453728661275,0.027808724009060853,0.7615622573846617,0.01356168498889222,1.0317589068227861,0.01923172917278858,0.797866316672563,0.008411457593717066
171,0.38615453728661275,0.028098874941370658,0.7618752464300449,0.012519948313933124,1.0318734726987273,0.019262567677275015,0.7967971812046486,0.00861074413185432
172,0.3886546349466776,0.028744136074061618,0.7640617713910435,0.01322699462541477,1.0320548819809923,0.019402789894506767,0.7958052044105223,0.008872143032561045
173,0.3886546349466776,0.028056422769914387,0.767187751007693,0.014607947980223008,1.0323074643444954,0.019423518662321237,0.7946845806715981,0.008510744029599983
174,0.38615463494667757,0.029405642775850102,0.7671882370013111,0.014968663948263381,1.0325574672428,0.019421910042350787,0.793839830472927,0.008419216352689787
175,0.3886546349466776,0.029415775676398036,0.771564705663344,0.01571041869210395,1.0328062005326766,0.019543307754932356,0.7928213521350402,0.008486176926234431
176,0.3886546349466776,0.029415775676398036,0.7706252525335755,0.015197698186947026,1.0327219972922776,0.019805120900800093,0.7920001700848227,0.00843593934426057
177,0.3886546349466776,0.029415775676398036,0.7721892166179606,0.016988887508803514,1.0328298388298933,0.020001849055982606,0.7909856858838777,0.008589865804373754
178,0.388670260557053,0.025430512243071707,0.7715642166179606,0.015326905868515789,1.032937532346295,0.019815490890546687,0.7901742940988854,0.008777981205893542
179,0.3861623989218329,0.028211372354457316,0.7731247665399573,0.01484222765237728,1.0328057041649177,0.019750683862593033,0.7891093300433334,0.008666707154794341
180,0.384920260557053,0.025492540980988774,0.7728112915009557,0.012939393518527438,1.032705333480076,0.019849739999445788,0.7882100330897067,0.00881591821625905
181,0.3886624965818977,0.027112749350124178,0.7749978149360717,0.014743178029853964,1.0330025798609808,0.020011109218869477,0.786772821041011,0.00891444628794757
182,0.3874124965818977,0.0273230027475219,0.7759358024555725,0.01723789038610963,1.0328379845267288,0.020440352782380766,0.785462512021023,0.009061859659191705
183,0.38616249658189766,0.029184615484181387,0.77687476806584,0.01706144237327518,1.0328188491077137,0.021122976979556,0.7843480139447621,0.008920185082794107
184,0.3886703582171179,0.026876537912366237,0.7768723289424535,0.016413575078189857,1.0330512443660278,0.021037852452423608,0.7834280194560508,0.008723542251795613
185,0.3836858861674284,0.022997806240470757,0.7790603195137195,0.016448550851457487,1.0331379035255233,0.020744644780327587,0.7822942398204085,0.008614321624171055
